ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date","Special Event and 
Crisis"
LF5816,"LFBH, LFDN",,OLERO,"ONLY AVBL FOR TFC
DEP LFBH/BN/DN/DP",H24,To improve connection for flights ,,LF,14 AUG 2023,
LF5819,LFMD/LFMN/LFTZ,LONSU,,"COMPULSORY FOR TFC
Via CORSI/GOPAT/MADKA/OKIVA/POULP/TEREZ",H24,Flow Organization,,LF,17 JUL 2021,
LF5824,LFKC,,BTA,"ONLY AVBL FOR TFC
DEP LFKG/ KS",H24,to enable connection to nearby aerodromes,,LF,03 SEP 2021,
LF5825,LFKC,,CV,"ONLY AVBL FOR TFC
DEP LFKJ",H24,to enable connection to nearby airport,,LF,03 SEP 2021,
LF5826,LFKC,,NORKA,"ONLY AVBL FOR TFC
DEP LFKB/KC/KT",H24,To enable connection to nearby airports ,,LF,03 SEP 2021,
LF5827,LFMD/LFMN/LFTZ,KERIT,,"ONLY AVBL AND COMPULSORY FOR TFC
1.Via TORTU/DOBIM
2.DEP LFKB/LFKS",H24,Flow organization,,LF,06 SEP 2021,
LF5835,"LFBP, LFBT","AGN, SOVOS",TEPTI,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT AGN
2. via GALOF DCT CNA DCT UVELI DCT AGN
3. via SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN
4. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT AGN
5. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT AGN
6. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN
7. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT AGN
8. via SIQLE DCT LAKOB DCT GUERE  DCT EVPOK DCT AGN
9. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
10. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
11. via NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
12. via FJR DCT GAI DCT AGN
13. via GIROM DCT ASPET DCT DODOM DCT TEPTI
14. via URUNA DCT BTZ G17 SOVOS
15. DEP LFLC/HP/MH/MP/MT/MU","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other connexion only available below FL195 in LFBBFIR
FRA rule
In CACD define as per  Annex3B: 
NARAK DCT AGN, UVELI DCT AGN: MEA-UNL
ASPET DCT DODOM, DODOM DCT TEPTI: FL95-UNL
DEPOM DCT DIRMO: FL135-UNL
EVPOK DCT AGN, PIMQO DCT AGN, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,04 NOV 2022,
LF5839,LFBK,,LARON,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via URUNA DCT BTZ DCT VAVIX DCT OSMOB DCT LMG G21 LARON
2. via ANETO DCT AGN DCT PERIG A34 LMG G21 LARON
3. via GIROM DCT AGN DCT PERIG A34 LMG G21 LARON
4. via NATPI DCT EVNAM DCT PERIG A34 LMG G21 LARON
5. via GEANT DCT ROCAN DCT TOU DCT PERIG A34 LMG G21 LARON
6. via FJR DCT GAI DCT PERIG A34 LMG G21 LARON
7. via TUPAR DCT DIDRU DCT BEBIX DCT GUERE G21 LARON","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other connection only available below FL195 in LFBBFIR
FRA rule
In CACD define as per ANnex3B:
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5841,"LFCG, LFCL, LFCQ, LFCW, LFCX, LFDB, LFDX, LFMW",,AGN,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT AGN
2. via SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN
3. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT AGN
4. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN
5. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK  DCT AGN
6. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
7. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
8. via FJR DCT GAI DCT AGN
9. via GIROM DCT ASPET A29 AGN
10. via TOPTU DCT GONUP DCT AGN
11. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT AGN","H24
----------
H24","Airport connectivity
----
to organize ARR  in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
NARAK DCT AGN, GAI DCT AGN, GONUP DCT AGN, UVELI DCT AGN: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
PIMQO DCT AGN, EVPOK DCT AGN, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5842,"LFCN, LFDA",,LMB,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT AGN G17 LMB
2. via URUNA DCT BTZ G17 LMB
3. via SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN G17 LMB
4. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT AGN G17 LMB
5. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN G17 LMB
6. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT AGN G17 LMB
7. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN G17 LMB
8. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN G17 LMB
9. via FJR DCT GAI DCT AGN G17 LMB
10. via GIROM DCT AGN G17 LMB
11. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT AGN G17 LMB","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI: FL145-UNL
other DCTs FL195-UNL",LF,03 OCT 2022,
LF5843,LFDH,,AGN,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT AGN
2. via SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN
3. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT AGN
4. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN
5. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT AGN
6. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
7. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
8. via NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
9. via FJR DCT GAI DCT AGN
10. via GIROM DCT ASPET A29 AGN
11. via TOPTU DCT GONUP DCT AGN
12. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT AGN","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other connection only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
UVELI DCT AGN, GONUP DCT AGN: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
EVPOK DCT AGN, PIMQO DCT AGN, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5844,"LFCJ, LFCP, LFCY, LFDC, LFDK, LFDU, LFIV, LFXB",,ESUZE,"COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via URUNA DCT BTZ DCT VAVIX DCT BMC A25 ESUZE
2. via LMG DCT CNA DCT ESUZE
3. via SECHE DCT VELIN DCT ESUZE","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
CNA DCT ESUZE, VELIN DCT ESUZE: MEA-UNL
Other DCTs: FL195-UNL",LF,20 APR 2023,
LF5845,LFBP / LFBT,,TEPTI,"ONLY AVBL FOR TFC
1. via ASPET DCT DODOM DCT TEPTI
2. via AGN G17 AUCHE DCT TEPTI
3. DEP LFDH",H24,Airport connectivity,,LF,01 DEC 2022,
LF5849,LFRS,,NITEM,"NOT AVBL FOR TFC
via (PEPON, DIDAK)",H24,To force traffic on dedicated STAR ,,LF,20 MAR 2020,
LF5854,LFMH,,MEBAK,"ONLY AVBL FOR TFC
DEP LFLB/LP",H24,To enable connectivity to LFMH from nearby aerodromes,,LF,29 OCT 2021,
LF5856,LFBZ,"MAGEC, SOVOS",,"COMPULSORY FOR TFC
Via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT VAVIX DCT MAGEC
2. via LMG DCT UVELI DCT OSMOB DCT VAVIX DCT MAGEC
3. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
  a. via AGN DCT TBO DCT ORTEZ G17 SOVOS
  b. via AGN G17 SOVOS
4. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
  a. via AGN DCT TBO DCT ORTEZ G17 SOVOS
  b. via AGN G17 SOVOS
5. via NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
  a. via AGN DCT TBO DCT ORTEZ G17 SOVOS
  b. via AGN G17 SOVOS
6. via FJR DCT GAI DCT AGN
  a. via AGN DCT TBO DCT ORTEZ G17 SOVOS
  b. via AGN G17 SOVOS
7. DEP LFCI/CK/CR/CU/DS/HP/LC/LW/MH/MP/MT/MU/SL
  a. via AGN DCT TBO DCT ORTEZ G17 SOVOS
  b. via AGN G17 SOVOS","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per  Annex3B:
VAVIX DCT MAGEC, TBO DCT ORTEZ : MEA-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5858,LFBC,,"ASKAN, MOTIK, LAPOS","COMPULSORY FOR TFC
ARR LFBC
----------
NOT AVBL FOR TFC
VIA LFFRASW EXC VIA
1. TUPAR DCT CNA DCT ETPAR DCT ASKAN
2. LMG DCT UVELI DCT OBLOC DCT MOTIK
3. SECHE DCT OBLOC DCT MOTIK
4. URUNA DCT BTZ DCT VAVIX DCT LAPOS
5. MIRBA, DIRAX, KOLIS, SOTAK, BUROX FLT-TYPE (M, X)","H24
----------
H24","Airport connectivity
for OAT<->GAT planning, Ref Loc= Airport
------
to organize ARR in LFFRASW
for OAT<->GAT planning, Ref Loc= LFFRASW
5. for GAT<->OAT planning","FRA rule
In CACD define as per Annex3B:
CNA DCT ETPAR, BTZ DCT VAVIX, VAVIX DCT LAPOS, URUNA DCT BTZ: MEA-UNL
ETPAR DCT ASKAN: FL055-UNL
OBLOC DCT  MOTIK: FL065-UNL
UVELI DCT OBLOC, SECHE DCT OBLOC: FL145-UNL
other DCTs: FL195-UNL",LF,22 MAR 2024,
LF5860,LFBG,,"LMG, VELIN, BMC","COMPULSORY FOR TFC
via LFFRASW
----------
NOT AVBL FOR TFC
via LFFRASW except
1. via LMG
2. via SECHE DCT VELIN
3. via URUNA DCT BTZ DCT VAVIX DCT BMC
4. Via LERGI DCT VELIN with flt-type(M,X) with DEP LFBG
5. Via MIRBA, DIRAX, KOLIS, SOTAK, BUROX with flt-type(M,X)","H24
----------
H24","Airport connectivity
for OAT<->GAT planning, Ref Loc= Airport
----
to organize ARR in LFBBUBDX
for OAT<->GAT planning, Ref Loc= LFFRASW
4. for  circular flights LFBG GAT -> OAT -> GAT LFBG
5.  for GAT<->OAT planning","FRA rule
In CACD define as per Annex3B:
 DCTs: FL195-UNL",LF,17 JUL 2022,
LF5862,LFBM,,"MAGEC, ENSAC, OBLOC, AGN","COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
VIA LFFRASW EXC VIA
1. VIA TUPAR DCT CNA DCT VAVIX B19 ENSAC
2. VIA URUNA DCT BTZ R10 MAGEC
3. VIA LMG DCT UVELI DCT OBLOC
4. VIA REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
5. VIA ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
6. VIA NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
7. VIA FJR DCT GAI DCT AGN
8. VIA GEANT DCT ROCAN DCT TOU DCT AGN
9. VIA NATPI DCT EVNAM DCT AGN
10. VIA GIROM DCT AGN
11. VIA ANETO DCT AGN
12. DEP (LFLC, LFHP, LFMH, LFMP, LFMT, LFMU)
13. VIA LERGI DCT UVELI DCT OBLOC FLT-TYPE (M, X) & DEP LFBM
14. VIA SURUD DCT AGN FLT-TYPE (M, X) & DEP LFBM
15. VIA MIRBA, DIRAX, KOLIS, SOTAK, BUROX FLT-TYPE (M, X)","H24
----------
H24","Airport connectivity
for OAT<->GAT planning, Ref Loc= Airport
----
to organize ARR in LFFRASW
for OAT<->GAT planning, Ref Loc= LFFRASW
13. 14. for  circular flights LFBM GAT -> OAT -> GAT LFBM
15. for GAT -> OAT planning","FRA rule
In CACD define as per Annex3B:
UVELI DCT OBLOC, NARAK DCT AGN, GAI DCT AGN, URUNA DCT BTZ: MEA-UNL
FJR DCT GAI: FL145-UNL
other DCTs: FL195-UNL",LF,22 MAR 2024,
LF5863,"(LFKJ, LFKF)",VAREK,,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC
    a. VIA (PADKO, KOLON)
    b. DEP (LFMN, LFMD, LFTZ, LFMF, LFML, LFMI, LFTH, LFMQ, LFMA, LFMV, LFMO, LFMY, LFMC, LFTF)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF5866,"LFBO, LFBF","NARAK, AFRIC, ASPET, SECHE, TOPTU","NARAK, AFRIC, ASPET, SECHE, TOPTU, KOLIS","COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
1. VIA LFFRASW EXC
    a. VIA NARAK 
        i) VIA(SOPIL DCT BALAN DCT EVPOK DCT NARAK)
        ii) VIA(DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK)
        iii) VIA(ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK)
        iv) VIA(SIQLE DCT LAKOB DCT GUERE DCT EVPOK DCT NARAK)
        v) VIA(REPSI DCT LERGA DCT MINSO DCT NARAK)
        vi) VIA(ESIDA DCT LERGA DCT MINSO DCT NARAK)
        vii) VIA(DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK)
        viii) VIA(DISAK DCT DIRMO DCT GUERE DCT ETENU DCT NARAK)
        ix) VIA(ERIXU DCT ETAMO DCT GUERE DCT ETENU DCT NARAK)
        x) VIA(DISAK DCT DIRMO DCT GUERE DCT NARAK)
        xi) VIA(ERIXU DCT ETAMO DCT GUERE DCT NARAK)
    b. VIA AFRIC
        i) VIA(FJR DCT AFRIC)
    c. VIA ASPET
        i) VIA(GIROM DCT ASPET)
    d. VIA SECHE
        i) VIA(TUPAR DCT CNA DCT UVELI DCT SECHE)
        ii) VIA(GALOF DCT CNA DCT UVELI DCT SECHE)
        iii) VIA(KOLIS DCT SECHE) & FLT-TYPE(M, X) & DEP LFBO
        iv) VIA(TUPAR DCT CNA R17 SECHE)
        v) VIA(GALOF DCT CNA R17 SECHE)
    e. VIA TOPTU
    f. VIA KOLIS
        i) VIA (GUSON DCT LMG DCT PIMQO DCT KOLIS) & FLT-TYPE(M, X) & DEP LFLX","H24
----------
1. a. i) H24_x000D_
1. a. ii)  H24_x000D_
1. a. iii)  H24_x000D_
1. a. iv)  H24_x000D_
1. a. v)  H24_x000D_
1. a. vi)  H24_x000D_
1. a. vii)  H24_x000D_
1. a. viii) (LFT43AZ & LFT43WZ) NOT ACT_x000D_
1. a. ix) (LFT43AZ & LFT43WZ) NOT ACT_x000D_
1. a. x) (LFT43AZ & LFT43CZ & LFT43NZ & LFT43WZ)  NOT ACT_x000D_
1. a. xi) (LFT43AZ & LFT43CZ & LFT43NZ & LFT43WZ)  NOT ACT_x000D_
1. b. H24 _x000D_
1. c. H24_x000D_
1. d. i) H24_x000D_
1. d. ii) H24_x000D_
1. d. iii) H24_x000D_
1. d. iv) LFR343LZ ACT_x000D_
1. d. v) LFR343LZ ACT_x000D_
1. e. H24_x000D_
1. f. i) H24","Airport connectivity
----
to organize ARR in LFBBUBDX
1.d.iii) OAT->GAT trajectory
1.f.i) GAT->OAT trajectory","Other STAR only available below FL195 in LFBBFIR
FRA rule
for OAT<->GAT planning, Ref Loc= LFFRASW
1. a. viii)..1. a. xi): dependant applicability to prevent early descent in FIR with military activity . All TRA have to be inactive to allow flight planning.
In CACD define as per Annex3B:
MINSO DCT NARAK: MEA-UNL
EVPOK DCT NARAK, ETENU DCT NARAK, GUERE DCT NARAK: FL115-UNL
DEPOM DCT DIRMO: FL135-UNL
UVELI DCT SECHE, KOLIS DCT SECHE: FL145-UNL
Other DCTs FL195-UNL
1.d.iv), 1.d.v) airline should file RFL 160 at CNA",LF,18 MAR 2025,
LF5868,LFBD,"CNA, LMG, VAVIX, MIRBA",VAVIX,"COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
1. VIA LFFRASW EXC
a. VIA(GALOF DCT CNA)
b. VIA(TUPAR DCT CNA)
c. VIA LMG
d. VIA(URUNA DCT BTZ DCT VAVIX)
e. VIA(SECHE R17 MIRBA)
f. VIA(FJR DCT FISTO DCT MIRBA)
g. VIA(NATPI DCT EVNAM DCT AGN R17 MIRBA)
h. VIA(GIROM DCT DODOM DCT AGN R17 MIRBA)
i. VIA(ANETO DCT GONUP DCT AGN R17 MIRBA)
j. VIA(FJR DCT DEGOL DCT MIRBA)
k. VIA(GEANT DCT ROCAN DCT TOU R17 MIRBA)
l. VIA(KOLIS DCT SECHE R17 MIRBA) & DEP(LFBD, LFMI) & FLT-TYPE(M, X)","H24
----------
1. a. H24
1. b. H24
1. c. H24
1. d. H24
1. e. H24
1. f. H24
1. g. LFR343LZ ACT
1. h. LFR343LZ ACT
1. i. LFR343LZ ACT
1. j. LFR343LZ ACT
1. k. LFR343LZ ACT
1. l. H24


","Airport connectivity
----
to organize ARR in LFFRASW
11. OAT->GAT trajectory","Other STAR only available below FL195 in LFBBFIR
FRA rule
for OAT<->GAT planning, Ref Loc= LFFRASW
In CACD define as per Annex3B:
BTZ DCT VAVIX: MEA-UNL
GALOF DCT CNA, FISTO DCT MIRBA: FL145-UNL
Other DCTs: FL195-UNL
g.  airline should file RFL 160 at  EVNAM
h. airline should file RFL 160 at  DODOM
i. airline should file RFL 160 at   GONUP
j. airline should file RFL 160 at  DEGOL
k. airline should file RFL 160 at  TOU",LF,12 MAR 2025,
LF5870,"LFCU, LFDS",,"LAVRA, MAKOX","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT LAVRA
2. via ANETO DCT AGN DCT LAVRA
3. via GIROM DCT AGN DCT LAVRA
4. via NATPI DCT EVNAM DCT AGN DCT LAVRA
5. via GEANT DCT ROCAN DCT TOU DCT AGN DCT LAVRA
6. via TOPTU DCT TOU DCT GAI G36 LAVRA
7. via FJR DCT GAI G36 LAVRA
8. via REPSI DCT LERGA DCT MINSO DCT ROMAK V14 LAVRA
9. via ESIDA DCT LERGA DCT MINSO DCT ROMAK V14 LAVRA
10. via SOPIL DCT BALAN DCT LMG DCT MAKOX
11. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX
12. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT MAKOX
13. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX
14. via TIS DCT VALKU DCT PECNO DCT EVPOK DCT MAKOX
15. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CECD define as per Annex3B:
UVELI DCT LAVRA, AGN DCT LAVRA: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI : FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5871,LFLX,"(GUSON, VEROS)",,"COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
1. VIA LFFRASW EXC
    a. VIA (TUPAR DCT FOUCO DCT LMG G28 GUSON)
    b. VIA (GALOF DCT CNA DCT LMG G28 GUSON)
    c. VIA (KETEX DCT KUSEK G54 VEROS)
    d. VIA (URUNA DCT BTZ DCT VAVIX DCT OSMOB DCT UVELI DCT LMG G28 GUSON)
    e. VIA (ANETO DCT AGN DCT PERIG A34 LMG G28 GUSON)
    f. VIA (GIROM DCT AGN DCT PERIG A34 LMG G28 GUSON)
    g. VIA (NATPI DCT EVNAM DCT PERIG A34 LMG G28 GUSON)
    h. VIA (GEANT DCT ROCAN DCT TOU DCT PERIG A34 LMG G28 GUSON)
    i. VIA (TIS DCT VALKU DCT LARON DCT GUSON)
    j. VIA (NOQAS DCT LERGA DCT VALKU DCT LARON DCT GUSON)
    k. VIA (LERGA DCT VALKU DCT LARON DCT GUSON) & DEP (LFML, LFHP)
    l. VIA (FJR DCT GAI DCT PERIG A34 LMG G28 GUSON)","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX, LFFFDODG
NB point 11: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 10.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
LARON DCT GUSON: FL65-UNL
VALKU DCT LARON: FL145-UNL
Other DCTs: FL195-UNL",LF,10 FEB 2025,
LF5874,LFBE,"VELIN, BUGUS, RUMEL","IBDER, OBLOC, VELIN, BUGUS, RUMEL","COMPULSORY FOR TFC
VIA LFBBUBDX
----------
NOT AVBL FOR TFC
VIA LFBBUBDX EXC VIA
1. URUNA DCT BTZ DCT VAVIX DCT OSMOB DCT OBLOC
2. GALOF DCT CNA R17 VELIN
3. TUPAR DCT CNA R17 VELIN
4. LMG A34 BUGUS
5. ANETO DCT AGN A34 RUMEL
6. GIROM DCT AGN A34 RUMEL
7. NATPI DCT EVNAM DCT AGN A34 RUMEL
8. GEANT DCT ROCAN DCT TOU DCT AGN A34 RUMEL
9. FJR DCT GAI DCT LACOU A34 RUMEL
10. REPSI DCT LERGA DCT MINSO DCT ROMAK V14 IBDER
11. ESIDA DCT LERGA DCT MINSO DCT ROMAK V14 IBDER","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
OSMOB DCT OBLOC, URUNA DCT BTZ: MEA-UNL
VAVIX DCT OSMOB, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,22 MAR 2024,
LF5875,EGJA,,LERAK,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ERCOZ G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5876,EGJA,,TUNIT,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5877,EGJB,,LERAK,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ERCOZ G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5878,EGJB        ,,TUNIT,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5879,EGJJ,LERAK,,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ERCOZ  G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5880,EGJJ,TUNIT,,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5881,LFEC,,MATER,"NOT AVBL FOR TFC
via LFFRANW
Except via
1. DELOG, NENEM,KORER And then [ERCOZ DCT GU DCT MATER]
2. LELNA,FEJAC And then [BADUR T120 BODIL DCT MATER]
3. ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD And then [NOKVI DCT MATER]
4. LOTEE,KORUL And then [QPR DCT GU DCT MATER]
5. DELOG,NENEM,BAGAD And then [ROSPO DCT GU DCT MATER]",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5882,LFST,,HW808,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital.,,LF,29 OCT 2021,
LF5883,LFRB,,ERCOZ,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,KORER,NENEM",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5884,LFRB,ANLEV,,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC And then [BADUR  T120 ANLEV]",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021,
LF5885,LFRB,,MATER,"NOT AVBL FOR TFC
via LFFRANW
Except via UMOXA,REGHI",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5886,LFRB,,NOKVI,"NOT AVBL FOR TFC
via LFFRANW
Except via REGHI,ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5887,LFRB,QPR,,"NOT AVBL FOR TFC
via LFFRANW
Except via LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5888,LFRB,ROSPO,,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,NENEM,BAGAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5889,LFRD,,BADUR,"NOT AVBL FOR TFC
Not available for traffic via LFFRANW
Except via 
1.LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI,ALUTA And then [ERCOZ G27 BADUR]",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5890,LFRH,,ERCOZ,"NOT AVBL FOR TFC
via LFFRANW
Except via 
1.ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD,LELNA,FEJAC
2.ILECO with type M",H24,To organize arriving traffic from LFFRANW,,LF,04 JUN 2024,
LF5891,LFRH,,IDRIK,"NOT AVBL FOR TFC
via LFFRANW
Except via
1. DELOG,LOTEE,KORUL,GALOF
2. RATUF with type M",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021,
LF5892,LFRH,QPR,,"NOT AVBL FOR TFC
via LFFRANW
Except via 
1. KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI
2.TOFLO,ITAFI with type M",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021,
LF5893,LFRJ,,ERCOZ,"NOT AVBL FOR TFC
via LFFRANW
Except via KORER,DELOG,NENEM",H24,To organize arriving traffic from LFFRANW,,LF,20 APR 2024,
LF5894,LFRJ,,ANLEV,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC And then [BADUR  T120 ANLEV]",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021,
