ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
LS2189,,,,SPR,"NOT AVBL FOR TFC
1. DEP LSGS with
   ARR LFLB/LP, LSGG 
2. ARR LFLI/HN Above FL155 
3. DEP LSGY
   a. Above FL155 except-via LSAZCTA
4. DEP LSGL/GP, LFHM/HN/HU/KA/KD/KX/LE/LI
    Above FL155
5. DEP LSGS Above FL245
6. ARR LSGS Above FL155",H24,S,"1. ARR LFLB/LP shall file GOLEB Y52 SALEV
LSGG shall file GOLEB only
2.-6. To be counted in the appropriate sectors
6. Only for Y flights over  SPR  intending to take the Rhone valley",,,LS,18 OCT 2022
LS2551,                ,,,RONOP,"COMPULSORY FOR TFC
flight-type M
Via  LIMMWN and then LSAG* except if via (KUKEV, AOSTA, CERVI)",H24,S,"To force IFPS to address MIL OAT flights on ITI35 
...RONOP GIGUS OAT RBT01 ITI35 ...
or  for flight without diplomatic to cross Swiss territory 
...RONOP DCT GIGUS ....",,LSAGACC,LS,18 OCT 2022
LS2242,Z669,ROTOS,ULMES,,"NOT AVBL FOR TFC
1. Via (LIMMFIR, LIMMUIR)
   Except DEP (BASEL_GROUP, LSZH,LSZC, LSME)
   Via VEVAR
2. Via (TITIX, RAVED, UMTEX, SUXAN, SAFFA, ABREG)
     Then via LSAGACC
     Except ARR LSMP via (RAVED, UMTEX)",H24,S,"1. To prevent inventive flight planning and to keep traffic out of  LSAGACC
Traffic DEP LSZH with ARR LFMN normally file via LSAZACC via N850
2. Traffic via TITIX shall file N869 or TITIX DCT OLBEN
Traffic via RAVED/UMTEX/SUXAN/SAFFA/ABREG shall file TRA Z69 OLBEN N869",,LSAZACC,LS,18 OCT 2022
LS2373,B37,DIPIR,PAS,,"COMPULSORY FOR TFC
DEP (LFGJ/GI/LH/SD)
Via(LSAGCTA/UTA)
Then via LIMMUIR",H24,S,"To facilitate departing traffic
DEP LFGJ/GI/SD/LH with RFL195 and above shall file DIPIR B37 PAS J41 VANAS DCT MEDAM",,LSAGACC,LS,18 OCT 2022
LS2431,T14,BOLGI,MILPA,,"ONLY AVBL FOR TFC
ARR LFLL/LY/LS",H24,S,To force specific traffic on specific route. To prevent inventive flight planning,,,LS,18 OCT 2022
LS2432,T718,TRA,ALINE,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR BASEL_GROUP
1. Via (AKABI, UMTEX)
With-RFL-above FL115
2. DEP (EDNY, EDTM, LSZR)
With-RFL-above FL115
3. Via ELMUR T718 TRA
With-RFL-above FL125
4. via KESEX Z652 TRA 
With-RFL-above FL125",H24,S,"To force traffic onto a specific arrival route.
1,2.Traffic with RFL below FL115 shall file ROMIR T125 WIL Z600 LUMEL
Note: RFL above FL115 applies to LF/LS/ED airspaces.
3, 4.  Traffic with RFL below FL125 shall file via ELMUR L613 HOC Y51 LEPLA Z600 LUMEL",,LSAZACC,LS,18 OCT 2022
LS2516,,,,LSAGL1,"NOT AVBL FOR TFC
1. Via LSAGL2 before LSAGL1
    Except ARR EDNY, EDT*,   LFG*, LFH*, LFJ*,LFL*,  LFS*,LIM*,  LS**, LFMH 
2. With ARR LI**
     Via LFFFUIR 
    Above FL285 
    Before LSAGL1
    Except 
    a. DEP CHAMBERY_GROUP, GENEVA_GROUP, LYON_GROUP, LFG*, LFH*, LFKD/SB/SD, LS**
    b. ARR LIMF/MW/MZ
    c. ARR LIMA/MB/MC/ME/MG/ML/MN/MP/MR/MS, LSZA/ZS/ZL
        Via LAPRI","1. 06:00..21:00 (05:00..20:00)

2. H24",C,"To optimise occupancy counts and to eliminate yoyo flights and anticipated descents.
1. This restriction is only applicable to traffic coming from LSAGL2  sector
2. This restriction is applicable only to traffic crossing the LFFFUIR higher than FL285 prior to entering LSAG airspace",,,LS,18 OCT 2022
LS2518,,,,LSAGS,"NOT AVBL FOR TFC
1. DEP MILANO_GROUP 
    Type Jet 
    Except 
     a. Via RONOP and then GIGUS
     b. ARR GENEVA_GROUP, CHAMBERY_GROUP, LFLH/GI/GJ/SD, LS**
2. ARR ED**, EK**, ES**, ET**, LFG* (except LFGJ/GI), LFH* (except LFHN), BASEL_GROUP, LI**, LO**, LSZA/ZF/ZH/ZL/ZR/ZS
    Type Jet
    Except 
     a. DEP CHAMBERY_GROUP, GENEVA_GROUP, LYON_GROUP, LFG*, LFH*, LFSD, LS**, BASEL_GROUP
     b. ARR LIMF/MW/MZ 
         Via LAPRI
      c. Type M 
3. ARR LI**
    Via LFFFUIR
    Above FL245
    Except
     a. DEP CHAMBERY_GROUP, GENEVA_GROUP, LYON_GROUP, LFG*,
        LFH*, LFSD, LS**, BASEL_GROUP
     b. ARR LIMF/MW/MZ 
         Via LAPRI",06:00..21:00 (05:00..21:00),S,"1. 2. To force specified traffic via LSAGUAC

3. This restriction is applicable only to traffic crossing LFFFUIR above FL245 prior to entering LSAG airspace",,LSAGACC,LS,18 OCT 2022
LS2542,,,,SOSAL,"NOT AVBL FOR TFC
1. ARR (LSGS)
     With-RFL-above FL165 via OMASI",H24,S,LoA REIMS / PARIS,"Except in case of French strike 
4. DEP LIMF/MW/MZ",LSAGACC,LS,18 OCT 2022
LS2552,,,,FRI,"NOT AVBL FOR TFC
1.ARR LSGG
Except
a.  DEP LS **
b. Type (NOT ALL letters B, C, D)equipped",H24,S,"1.To be counted in the correct sectors
2. RNAV use ULMES or BENOT STAR",,,LS,18 OCT 2022
LS2597,,,,LSAGCTA,"NOT AVBL FOR TFC
1. DEP LFSM
except-via (OLBEN, MOROK)
3. flight-type M via MILPA T14 GIRKU
    Except 
    a. DEP BASEL_GROUP With-RFL-above Fl245
    b. DEP LS",H24,S,To force traffic on specific route,,LSAGACC,LS,18 OCT 2022
LS2604,L613,DITON,HOC,,"NOT AVBL FOR TFC
1. ARR LSZH
2. ARR BASEL_GROUP above FL125
3. DEP BERN_GROUP",H24,S,"1. To avoid inventive flight plans.
2. Traffic ARR LFSB+ shall file via T718.
3. Traffic shall file via Z142/T52 LUMEL or Z90 HOC.",,LSAZACC,LS,18 OCT 2022
LS2611,L613,RIPUS,DITON,,"NOT AVBL FOR TFC
arr (LSZB, LSZG) via TRA",H24,S,"To avoid inventive flight plans.
Traffic to LSZB shall file TRA Z601 WIL or TRA Z669 ROTOS.
Traffic to LSZG shall file TRA Z601 WIL or TRA DCT WIL.",,LSAZACC,LS,18 OCT 2022
LS2615,L613,RONAG,ARGAX,,"NOT AVBL FOR TFC
1. arr (EDDM, EDMA, EDMO, EDJA, EDNL, ETHL, ETSI, ETSL
2. dep LSZS",H24,S,"1. To prevent inventive flight planning
2. 2. Traffic shall file via RONAG Z119 PELAD. ",,LSAZACC,LS,18 OCT 2022
LS2623,L613,ELMUR,RIPUS,,"NOT AVBL FOR TFC
1. ARR BASEL_GROUP
Except
a. acft-eqpt (NOT ALL letters A, B, C, D)
 b. eng-type Piston
2. DEP LSME",H24,S,"1. To force traffic to LFSB+ on T718 to deconflict LSAZ West Sector.
2. To avoid inventive FPL, traffic direction LFEE shall file via WIL Z600 LUMEL.",,LSAZACC,LS,18 OCT 2022
LS2737,B46,SPR,ROCCA,,"NOT AVBL FOR TFC
DEP: LSGS above FL195
via VANAS",H24,S,"To force traffic on specific route
LSGS SID SPR only available for traffic with RFL below FL195, Traffic with RFL above FL195 shall use the SID ROCCA B46 VANAS",,LSAGACC,LS,18 OCT 2022
LS2740,Z50,RESIA,PELAD,,"ONLY AVBL FOR TFC
ARR LSMA, LSMD, LSME, LSZB, LSZC, LSZR, LSZH, EDNY, EDTD, EDTM",H24,S,1. To segregate inbound traffic and split the flows,,LSAZACC,LS,18 OCT 2022
LS2749,L613,ARGAX,ELMUR,,"NOT AVBL FOR TFC
arr (EDDM, EDMA, EDMO, EDJA, EDNL, ETHL, ETSI, ETSL)",H24,S,To prevent inventive flight planning.,,LSAZACC,LS,18 OCT 2022
LS2905,,,,LSGGTMA,"NOT AVBL FOR TFC
DEP LSGL, LSGP
Except via 
1. SPR G5 DEPUL
2. SPR G5 PAS R226 BALSI 
3. SPR A1 SIROD 
4. SPR Y51 FLORY 
5. SPR G5 FRI 
6. SPR B46 GOLEB
7. SPR Z64 MOLUS N871 SOSAL
8. SPR Y58 SALEV with arr LFLB, LFLP
9. SPR with arr LSGG",H24,S,To create standardized departure routings for these aerodromes.,,LSAGACC,LS,18 OCT 2022
LS2907,B46,GOLEB,SPR,,"ONLY AVBL FOR TFC
1. DEP LFLJ, LFKA
2. ARR LSGL, LSGP
------
COMPULSORY FOR TFC
DEP LFLJ
Above RFL 155 via (LSGGTMA, LSAGCTA, LSAGUTA, LFFFUJ, LFEE5EH,LSAZCTA, LSAZUTA, LFSBBM)",H24,C,To restrict the northbound use of this airway to LFLJ IFR joining at GOLEB and LSGL/GP IFR leaving at SPR,,LSAGACC,LS,18 OCT 2022
LS2908,B46,ROCCA,VANAS,,"ONLY AVBL FOR TFC
DEP LSGS, above FL195 via VANAS",H24,S,To provide a connection to the UM730 for aircraft with RFL195+ departing the mention aerodromes.,,LSAGACC,LS,18 OCT 2022
LS2916,Y52,GOLEB,BIVLO,,"ONLY AVBL FOR TFC
1. ARR CHAMBERY_GROUP, LFKD, LFLI, LFHN
a. Via BANKO
b. Via VANAS
3. DEP LSGS
With ARR LFLB/LP/LI/KA/HN/LJ
With-RFL-above FL135",H24,S,"To facilitate arriving traffic. Dedicated arrival route 
ARR CHAMBERY_GROUP, LFKD shall file BANKO Y52 SALEV 
ARR LFLI, LFHN shall file BANKO Y52 BIVLO
DEP LSGS with ARR LFLB, LFLP, LFLJ, LFKA shall file GOLEB Y52 SALEV",,LSAGACC,LS,18 OCT 2022
LSLF1031,G4,HOC,HR,,"NOT AVBL FOR TFC
1. ARR LFST
With-RFL-above FL145
2. DEP BASEL_GROUP
3. With-RFL-above FL245 in LS* before HOC",H24,S,"1. Requirement LoA Reims-Zurich.
2. To avoid inventive flight planning. Traffic shall file LUMEL Z600 HR.
3. To avoid yoyo-FLT's. Traffic shall file via HOC L613 LUL.",,"(LSAZACC,
LFEEACC)","LS,LF",18 OCT 2022
LSLF1112,,,,IBODI,"NOT AVBL FOR TFC
1. ARR LFPG/PO/PT/OB/OK 
2. Below FL360",H24,S,"LoA REIMS / PARIS
2. FL360 agreed due FL365 too restrictive.",,LFEEACC,"LS,LF",18 OCT 2022
LSLF1116,,,,SIROD,"NOT AVBL FOR TFC
DEP LSGS
Below FL245 if RFL is above FL245 after SIROD in LFFFUJ, LFEE4H", 06:00..21:00 (05:00..20:00),S,To prevent low filing,"Except in case of French strike
1. DEP LSGG, LFLI
b. ARR EB**, EH**, EL**
   via LFFFUJ or LFEEKD sectors",LFEEACC,"LS,LF",18 OCT 2022
LSLF1117,,,,UNKIR,"NOT AVBL FOR TFC
ARR ORLY_GROUP, ROISSY_GROUP, LFOB/OK, LILLE_GROUP
Above FL385",H24,S,"LoA REIMS/PARIS
",,LFEEACC,"LS,LF",18 OCT 2022
LZ2627,,,,REDSI,"COMPULSORY FOR TFC
ARR (EPKK/KT) via LHCCNORTH or LHCCEAST and then via MEBAN
Except via MOCON R23 MEBAN with RFL below FL245 in LZBBCTA",H24,S,To avoid sector clipping,,LZBBACC,LZ,26 AUG 2022
LZ2634,,,,LZBBWEST,"NOT AVBL FOR TFC
ARR LZKZ via LZBBWEST and then via LHCCEAST",H24,S,To avoid LZBB FIR reentering,,LZBBACC,LZ,26 AUG 2022
LS2701,KY251,SITOR,GLA,,"ONLY AVBL FOR TFC
eng-type helicopter",H24,S,To prevent fixed wing ACFT from flying on helicopter routes.,Helicopter Low Flight Network,"(LSAGACC, LSAZACC)",LS,26 AUG 2022
LS2702,KY252,ME104,LUGAN,,"ONLY AVBL FOR TFC
eng-type helicopter",H24,S,To prevent fixed wing ACFT from flying on helicopter routes.,Helicopter Low Flight Network,LSAZACC,LS,26 AUG 2022
LS2703,KY252,LUGAN,ME104,,"ONLY AVBL FOR TFC
eng-type helicopter",H24,S,To prevent fixed wing ACFT from flying on helicopter routes.,Helicopter Low Flight Network,LSAZACC,LS,26 AUG 2022
LM2116,,,,"	LMMLTMA
	","NOT AVBL FOR TFC
DEP LMML with ARR (LICG) Except via GZO M978 DOBIX",H24,C,To force traffic on specific routes and segregate LMML arrivals and departures,,,LM,27 AUG 2022
LF3016,UT43,BEPER,XIRBI,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP CHAMBERY_GROUP, LYON_GROUP
ABOVE FL195 IN LFMMCTA
1. ARR LFMN 
2. ARR TOULON_GROUP, LFMD, MF, TZ
VIA RUBEB",H24,C,To segregate arriving traffic from overflying traffic. To force traffic onto a dedicated route,,LFMMACC,LF,14 SEP 2022
LK2360,,,,NIRGO,"ONLY AVBL FOR TFC
ARR EDMMFIR, LOWS
------
NOT AVBL FOR TFC
DEP LKTB/KU/MT",H24,S,"Implementation of FRA

Other traffic shall file RUDAP",,,LK,04 JAN 2023
EDLS1028,N851,LOKTA,TEDGO,,"NOT AVBL FOR TFC
Traffic ARR EDDS",H24,S,"To force traffic onto transition route in accordance with LoA between EDGGACC and LSAZACC. 
This traffic shall file T125.
",,"(EDUUUAC,EDGGACC,LSAZACC)","ED,LS",18 OCT 2022
LSED1003,T163,ZUE,SONOM,,"NOT AVBL FOR TFC
DEP (LSMD/ZH/ZR, EDNY, BASEL_GROUP)
------
ONLY AVBL FOR TFC
ARR (EDDE/DK/FH/FQ/GS/QG/QT/RZ, FRANKFURT_GROUP, FRANKFURT_YZ_GROUP)",H24,S,"To segregate departing traffic from transit traffic.
-------------------------------------------
To force traffic onto a specific route according  LoA.",,"(LSAZACC,
EDGGACC,
EDUUUAC)","LS,ED",18 OCT 2022
LSED1100,,,,RAVED,"NOT AVBL FOR TFC
DEP LSZH except Type X"," H24
",C,To avoid inventive flight planning.,,"(LSAZACC,
EDUUUAC,
EDMMACC)","LS,ED",18 OCT 2022
EDLS1029,N851,LOKTA,TEDGO,,"NOT AVBL FOR TFC
above FL235
1. DEP LSZH/ZR, EDNY 

2. ARR EDDE/DF/DK/FE/FH/FM/FQ/GS/QC/QD/QM/RZ, ETOU
3. ARR EDMMFIR 
    Except 
    a. ARR EDAC/DN/DP
    b. DEP LFSB with ARR EDAB/DC
    c. Y-FPLs via EDUUWUR1Z",H24,S,To force traffic onto departure/arrival transition in accordance with LoA between DFS and skyguide,,"(EDUUUAC,
EDGGACC,
LSAZACC)","ED,LS",18 OCT 2022
LSED1110,,,,GAMSA,"NOT AVBL FOR TFC
1. ARR LIP* above FL305
Except DEP BASEL_GROUP, LS**
2. ARR LDDU/SP/ZD, LI**, LK**, LOWW, LYPG
Below FL315 at GAMSA if via LS, LF above FL315
3. DEP (EDTD, EDTM, LSMD, LSZH )
This-traffic-shall-file  Z2
4. arr EDDM, ETSI, ETSL, EDMA, EDMO, EDNL, EDTM, EDJA, ETHL","1. When LST400Z, LST501Z, LST502Z, LST601Z, LSR11Z, LSR11AZ
are not active
2. - 4. H24",S,"1. To force traffic on CDR Route when available and off Load Alps Sectors. Traffic shall file  via RESIA.
2. To avoid creative FPLs with early descent overcoming regulations within EDUUALP, but without dedicated transfer procedures between adjacent ANSPs.
3. To force traffic onto a specific departure route.
4.To force arrival traffic via NUNRI; LoA between LSAZACC and EDMMACC",,"(LSAZACC,
EDMMACC,
EDUUUAC)","LS,ED",18 OCT 2022
LSLF1083,T330,VENAT,GILIR,,"ONLY AVBL FOR TFC
 DEP (LFLB/LL/LP/LS/LY)",H24,S,"To force traffic via SID, to de-conflict departing traffic with arriving traffic.",,"(LSAGACC,
LFMMACC)","LS,LF",18 OCT 2022
LF2178,UM139/G42,LUL,ARPUS,,"NOT AVBL FOR TFC
via MOROK",H24,S,To avoid shrp turn at ARPUS,,LFEEACC,LF,10 SEP 2022
EG3438,,,,MANIG,"NOT AVBL FOR TFC
Crossing LF-EG boundary",H24,S,"To ensure correct flight plan routes / levels are adhered to, MANIG is a southbound COP only.",,EG**ACC,EG,01 SEP 2022
EG2961,,,,"(EGTT10NOR, EGTT11NOR, EGTTNORFI)","NOT AVBL FOR TFC
1. Overfly or DEP (EF, EK, EN, ES)
With ARR EGKB/LC/MC/TO
2. ARR EGP*
With RFL above FL095 in EG
Via (GILTI, RAPIX, RINIS, SUMUM, XAMAN)
Except via RAPIX DCT BETAX",H24,C,"1. To reduce workload and complexity in the North Sea sector.  This traffic shall file via SUMUM/XAMAN.
2. To avoid complexity and ensure traffic remains within the ATS route structure/controlled airspace within EGTTFIR/UIR.",,,EG,01 SEP 2022
LK2423,,,,LKAAFIR,"NOT AVBL FOR TFC
ARR PRAGUE_GROUP
ABV FL095 IN LKAAFIR
1. via TUMKA except via TUMKA DCT VLM
2. via NAVTI except via NAVTI DCT BODAL DCT VLM
3. via BUDEX except via BUDEX DCT APRAQ
4. via DOLUP except via DOLUP DCT APRAQ
5. via AGNAV except via AGNAV DCT LOMKI
6. via ODOMO except via ODOMO DCT LOMKI
7. via LALUK except via LALUK DCT GOLOP
8. via DEKOV except via DEKOV DCT GOLOP
9. via HDO except via HDO DCT GOLOP
10. via ASTEL except via ASTEL DCT GOLOP
11. with RFL above FL305 in LK via TUSIN except via TUSIN DCT UPLAV",H24,S,ARR channeling,,LKAAACC,LK,04 JAN 2023
LK2424,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP PRAGUE_GROUP
ABV FL095 IN LKAAFIR
1. via NIRGO except via DOBEN DCT NIRGO
2. via RUDAP except via DOBEN DCT RUDAP
3. via LUPEV except via VOZ DCT LUPEV
4. via DITIS except via VOZ DCT DITIS
5. via PISAM except via VOZ DCT PISAM
6. via LANUX except via VOZ DCT LANUX
7. via LIKSA except via VOZ DCT LIKSA
8. via BODAL except via VOZ DCT BODAL
9. via LAGAR except via ARTUP DCT LAGAR
10. via TOMTI except via ARTUP DCT TOMTI
11. via BEFRE except via ARTUP DCT BEFRE
12. via DEKOV except via VENOX DCT DEKOV
13. via OKG except via DONAD DCT OKG
14. via RAPET except via DONAD DCT RAPET
15. via VARIK except via DONAD DCT VARIK",H24,S,DEP channeling,,LKAAACC,LK,04 JAN 2023
LK2425,,,,LKAAFIR,"NOT AVBL FOR TFC
ARR LKKV
ABV FL095 IN LKAAFIR
1. via TUMKA except via TUMKA DCT VLM
2. via NAVTI except via NAVTI DCT BODAL DCT VLM
3. via BUDEX except
a. via BUDEX DCT APRAQ
b. via BUDEX DCT IPRUX DCT BEKTO
4. via AGNAV except via AGNAV DCT BEKTO
5. via MAREM except via MAREM DCT GOPSI
6. via ASTEL except via ASTEL DCT GOPSI
7. with RFL above FL305 in LK via TUSIN except via TUSIN DCT UPLAV",H24,S,ARR channeling,,LKAAACC,LK,04 JAN 2023
LK2426,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP LKKV
ABV FL095 IN LKAAFIR
1. via NIRGO except via DOBEN DCT NIRGO
2. via RUDAP except via DOBEN DCT RUDAP
3. via DITIS except via VOZ DCT DITIS
4. via PISAM except via VOZ DCT PISAM
5. via LANUX except via VOZ DCT LANUX
6. via LIKSA except via VOZ DCT LIKSA
7. via BODAL except via VOZ DCT BODAL
8. via LAGAR except via ODPAL DCT LEGAZ DCT LAGAR
9. via TOMTI except via ODPAL DCT LEGAZ DCT TOMTI",H24,S,DEP channeling,,LKAAACC,LK,04 JAN 2023
LK2427,,,,LKAAFIR,"NOT AVBL FOR TFC
ARR LKTB
ABV FL095 IN LKAAFIR
1. via OMELO except 
a. via OMELO VLM DCT TUMKA
b. via LKPRTMA via GOLOP DCT OKL DCT VOZ
2. via DEKOV except
a. via DEKOV DCT VLM DCT TUMKA
b. via LKPRTMA via GOLOP DCT OKL DCT VOZ
3. via VLM except via VLM DCT TUMKA
4. via TUSIN except via TUSIN DCT UPLAV
5. via MAKAL except via MAKAL DCT UPLAV",H24,S,ARR channeling,,LKAAACC,LK,04 JAN 2023
LK2428,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP LKTB
ABV FL095 IN LKAAFIR
1. via VLM except via TUMKA DCT VLM
2. via NETIR except via UPLAV DCT NETIR
3. via MAKAL except via UPLAV DCT MAKAL",H24,S,DEP channeling,,LKAAACC,LK,04 JAN 2023
LK2430,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP LKKU
ABV FL095 IN LKAAFIR
1. via VLM except via BNO DCT VLM
2. via NETIR except via UPLAV DCT NETIR
3. via MAKAL except via UPLAV DCT MAKAL",H24,S,DEP channeling,,LKAAACC,LK,04 JAN 2023
LK2431,,,,LKAAFIR,"NOT AVBL FOR TFC
ARR LKMT
ABV FL095 IN LKAAFIR
1. via LEDVA except via LEDVA DCT UPLAV
2. via MAVOR except via MAVOR DCT UPLAV
3. via MAKAL except via MAKAL DCT UPLAV",H24,S,ARR channeling,,LKAAACC,LK,04 JAN 2023
LK2432,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP LKMT
ABV FL095 IN LKAAFIR
1. via OMIFU except via BAXEV DCT OMIFU
2. via MIKOV except via UPLAV DCT MIKOV
3. via MAVOR except via UPLAV DCT MAVOR",H24,S,DEP channeling,,LKAAACC,LK,04 JAN 2023
LE3001,,,,"AKAMU,OLUTO,LULAK,IZA,IBA","NOT AVBL FOR TFC
ARR LEIB",H24,S,"TO AVOID CHANGE VFR/IFR IN THE VICINITY OF LEIB


",,LECPACC,LE,06 SEP 2022
LE3185,,,,"TUKRO,EDULI,RONDU,IZA,IBA","NOT AVBL FOR TFC
DEP LEIB",H24,S,"TO AVOID CHANGE VFR/IFR IN THE VICINITY OF LEIB

",,LECPACC,LE,06 SEP 2022
LZLO1000,,,,ABLOM,"NOT AVBL FOR TFC
ARR LZIB
------
NOT AVBL FOR TFC
1. via LHCCWS except ARR/DEP LHPR
2. via LKAACTA except ARR LKKU/PO
3. ARR LHBP/KE/TL except via XENAK L175 ANEXA",H24,C,To segregate LOWW departures from LZIB arrivals,,LZBBACC,"LZ,LO",04 JAN 2023
LZ2042,,,,KOXER,"COMPULSORY FOR TFC
DEP LOWW
WITH ARR LZIB
------
NOT AVBL FOR TFC
1. Via LKAACTA
2. Via LH** except via (TAKOS, ANEXA)",H24,S,To force traffic on city pair LOWW - LZIB to file via KOXER,,LZBBACC,LZ,04 JAN 2023
EP2070,,,,SUBIX,"NOT AVBL FOR TFC
Not available for traffic
1. ARR EPWR 
    This-traffic-shall-file LAGAR, LASIS, TOMTI
    Except 
    a. DEP EDDB
    b. Below FL245
2. ARR EDDB
3. ARR EPZG
    Above FL285
4. ARR EPPO
   Above FL295
5. DEP EPZG
    Above FL285",H24,C,"EPWWD offload
To reduce traffic complexity in the EPWWD sector",,,EP,07 SEP 2022
EV2012,,,,PINIX,"NOT AVBL FOR TFC
via PIVAX, PIRUX",H24,S,"To prevent traffic filing in close proximity to the FIR boundary.
ROUTE SEGMENT PIVAX DCT PINIX DCT PIRUX SHALL BE PLANNED AS PIVAX DCT PIRUX. 
ROUTE SEGMENT PIRUX DCT PINIX DCT PIVAX SHALL BE PLANNED AS PIRUX DCT PIVAX.", update EM7024A/B,"EVRRACC, EETTACC, EFINACC",EV,12 SEP 2022
EN2097,,,,TUTOP,"COMPULSORY FOR TFC
Flight-type S
DEP ENKB/ENML with ARR ENBR
This-traffic-shall-file sid:TUTOP (DCT/Z287) star:NIDGI",H24,S,To facilitate correct traffic flows,,,EN,10 SEP 2022
LS2539,,,,"LSAGE, LSAGS, LSAGN","COMPULSORY FOR TFC
Via (LF,LS,LI) above FL195
DEP/ARR (LSGE/GK)
DEP LSTS
except-via LSGGTMA
Traffic shall file
ARR LSGE/GK via SPR, MOLUS, VADAR, FRI
DEP LSGE via SPR, MOLUS, PAS, VADAR, TELNO, FRI
DEP LSGK/TS via VADAR ,SPR, TELNO, FRI",H24,S,"All traffic intending to join or leave  in LF, LS, LI airspace shall file Z/Y mentioned in the restriction. This aim is to have correct counts and proper FPL distribution in the correct sectors
All traffic  DEP/ARR LSGK shall file Y/Z  with a  RFL below FL245 over the first IFR  part of the flight.
ARR LSGE/GK: Y/SPR, Y/MOLUS, Y/VADAR
ARR LSGE/GK : Y/FRI
DEP LSGE: Z/SPR, Z/MOLUS, Z/PAS
DEP LSGE/GK/TS : Z/VADAR,  Z/SPR, Z/TELNO, Z/FRI",,LSAGACC,LS,10 SEP 2022
LFLE1019,,,,"(LATEK, PIPOR, ERAKI)","NOT AVBL FOR TFC
1. DEP TOULOUSE_GROUP above FL335
2. ARR LEPP/RJ/SO
3. VIA GAI with ARR LEMD
4. ARR (LEBB/BG/VT/XJ) above FL275",H24,C,"1. Profile information, departure level cap
    LoA between LFBB/LECM
2. This traffic should file via BTZ
3. To avoid crossing flows, this traffic shall file via TIVLI
4. Vertical priofile t be compliant with LECM-LEBB LOA",,"(LFBBACC,
LECMACC)","LF,LE",03 OCT 2022
LFLE1020,,,,TIVLI,"NOT AVBL FOR TFC
1. DEP TOULOUSE_GROUP above FL315
2. ARR LEZG above FL315
3. ARR LEHC above FL235
4. ARR LEAS/BB/BG/PP/RJ/SO/VT",H24,S,"1. Profile information, departure level cap. LoA between LFBB/LECM
2. 3. Profile information, arrival level cap. LoA between LFBB/LECM
4. LoA between LFBBACC and LECMACC: traffic organisation
ARR  LEAS/BB/BG/VT should file via LATEK, PIPOR, ERAKI
ARR LEPP/RJ/SO should file via BTZ R10 URUNA",,"(LFBBACC,
LECMACC)","LF,LE",03 OCT 2022
LFLI1078,,,,NOSTA,"NOT AVBL FOR TFC
1. ARR LIPE/PX/QS/RQ
a. Above FL335 in LFMMCTA
And below FL335 at NOSTA
b. Above FL315 in LFMMCTA
And below FL315 at NOSTA
2. ARR LIM* except (LIMG/MJ/MZ/ME/MP)
a. Above FL315 in LFMMCTA
And below FL315 at NOSTA
b. Above FL295 in LFMMCTA
And below FL295 at NOSTA
3. ARR LSZA,LSZS
Above FL335 in LFMMCTA
And below FL335 at NOSTA 
4. ARR LIME,LIMP,LSZL
Above FL315 in LFMMCTA
And below FL315 at NOSTA 
5. ARR (LIRP/LIMZ)
Above FL275 in LFMMCTA
And below FL275 at NOSTA
6. ARR LIP* except (LIPE/PX)
Above FL355 in LFMMCTA
And below FL355 at NOSTA","1a, 2a : AIRAC NOV..AIRAC FEB
1b, 2b : AIRAC MAR..AIRAC OCT
3,4,5,6 : H24
",C,To avoid unneeded descent,,LFMMACC,"LF,LI",14 SEP 2022
LS2602,,,,LSAGFIS,"ONLY AVBL FOR TFC
Via LSAGE
Except
1.  ARR LSGE if RFL above FL075
2. Via ABNOR, ARPUS, ASBER, bidi:KY251
3. DEP LSGC via DEKAM
4. DEP LSGE if RFL above FL075
5. ARR LSMP",H24,S,To prevent IFR FPL in Airspace G,,LSAGACC,LS,12 SEP 2022
ED2324,,,,ABTAL,"NOT AVBL FOR TFC
above FL315
except via
LIRSU DCT LALMI above FL245 and then 
a. LALMI DCT ABTAL DCT LATLO above FL345
b. LALMI DCT ABTAL DCT RIDAR above FL345 and then (ALUTU, GOMIG)",04:00..22:30 (03:00..21:30) ,S,"Free Route Flow restriction respecting LoA and OLDI conditions.
To allow specific flows Southeastbound in FRA.
The listed DCTs  a and b are options in EDUUFRAE (MINFL315, H24).",,EDUUUAC,ED,18 OCT 2022
EDLI1011,,,,UNIMI,"NOT AVBL FOR TFC
Above FL315
via LI and then via EDUUALP1L except via
1. MOGTI and then via (KPT, OLASO) 
2. UNIMI DCT KPT",04:00..22:30 (03:00..21:30) ,S,"Free Route Flow restriction via EDUUALP1L (MIN FL315) to enforce shorter routing and ensure certain DCT sequence allowing FL changes, distances to Swiss airspace, optimum tactical handling and respecting LoA conditions.
(1. route options via ATS routes, 2. H24 DCT EDUUFRAE MINFL315)",,EDUUUAC,"ED,LI",18 OCT 2022
